,date_received,postcode,intent,label,colour,form,consumption_method,effects,major,minor,latitude,longitude
W102872,2026-07-16,EH10,Xanax,Xanax,Pink,Tablet,Not stated,"Not stated,  ",Alprazolam,,55.91466666666667,-3.2046333333333337
W102850,2026-07-16,HD4,Xanax,Xanax,White,Tablet,Oral,"Increased confidence, Increased strength, Empathy, Auditory hallucinations, Visual hallucinations, Relaxed, Paranoia, Memory loss, Confusion, Agitation, Depression",Bromazolam,,53.6239,-1.7485
W102761,2026-07-16,G82,Nitrazepam,Nitrazepam,White,Tablet,Oral,"Relaxed, Nausea, Memory loss, Confusion",Nitrazepam,,55.954800000000006,-4.5815222222222225
W102760,2026-07-16,G82,MSJ Valium,MSJ valium,Blue,Tablet,Oral,"Relaxed, Memory loss, Confusion",Ethylbromazolam,,55.954800000000006,-4.5815222222222225
W076351,2026-07-20,NW3,Diazepam,Diazepam,Not stated Sample form Tablet Consumption method Oral Self-reported effects Not stated,Tablet,Oral,"Not stated,  ","Not stated, Sample upon analysis (minor), Not stated, Postcode,                 NW3              , Package label,             Diazepam          , Sample colour, Not stated, Sample form,             Tablet          , Consumption method          ,             Oral          , Self-reported effects          , Not stated,  ",,51.5462,-0.168075
W102788,2026-07-20,NN12,Diazepam,Diazepam,Blue,Tablet,Not stated,"Not stated,  ",Diazepam,,52.12114285714286,-1.03124
W102812,2026-07-20,PE3,Diazepam 10mg,Accord Diazepam,Blue,Tablet,Not stated,"Not stated,  ",Diazepam,,52.567,-0.283
000239430,2026-07-20,NP20,Diazepam,Not stated,White,Tablet,Not stated,"Not stated,  ",Diazepam,,51.5877,-2.9984
000239431,2026-07-20,NP20,Diazepam,Not stated,White,Tablet,Not stated,"Not stated,  ",Diazepam,,51.5877,-2.9984
000239432,2026-07-20,NP20,Diazepam,Sri Lanka MSJ,Blue,Tablet,Oral,Relaxed,Ethylbromazolam,,51.5877,-2.9984
W103027,2026-07-20,E3,Diazepam,Diazepam,Blue,Tablet,Oral,Relaxed,Diazepam,,51.527657142857144,-0.0265714285714285
W103048,2026-07-20,BT18,Diazepam 10mg,Diazepam 10mg,Blue,Tablet,Not stated,"Not stated,  ",Diazepam,,54.6386,-5.8247
W103026,2026-07-20,E3,Alprazolam,Alprazolam,White,Tablet,Oral,"Relaxed, Tiredness",Tramadol,,51.527657142857144,-0.0265714285714285
W102945,2026-07-20,TS12,Midazolam,Midazolam (Hypnofast),White,Tablet,Not stated,"Not stated,  ",Midazolam,,54.5516,-0.963011111111111
W102899,2026-07-20,SR4,Diazepam,Sedil Diazepam 5mg,Orange,Tablet,Not stated,"Not stated,  ",Diazepam,,54.9004,-1.4255
W102692,2026-07-20,MK10,Alprazolam,Alprazolam,Blue,Tablet,Not stated,"Not stated,  ",Alprazolam,,52.0386,-0.6987
W103100,2026-07-20,BN3,accord diazepam 10mg,Accord Diazepam 10mg B/N 388N515,Blue,Tablet,Oral,No effect,Ethylbromazolam,,50.836725,-0.179625
W102977,2026-07-20,SR4,Diazepam,Sedil Diazepam 5mg,Orange,Tablet,Not stated,"Not stated,  ",Diazepam,,54.9004,-1.4255
W103029,2026-07-20,EX39,5mg Diazepam,5mg Diazepam,White,Tablet,Oral,"Increased confidence, Relaxed",Diazepam,,50.99405869565218,-4.261958695652174
W103028,2026-07-20,EX39,5mg Teva Diazepam,5mg Teva Diazepam,Yellow,Tablet,Oral,"Increased confidence, Relaxed",Diazepam,,50.99405869565218,-4.261958695652174
W102302,2026-07-20,L13,Lorazepam 1mg tablets,Lorazepem 1mg (Genus pharamceuticals),Blue,Tablet,Not stated,"Not stated,  ",Lorazepam,,53.4179,-2.9206
W103195,2026-07-22,DD5,Accord Diazepam 10mg,Bensedin Diazepam 10mg,White,Tablet,Not stated,"Not stated,  ","Ethylbromazolam, Promethazine",,56.48408823529412,-2.8548705882352943
W103149,2026-07-22,SW6,2mg Alprazolam,Alprazolam ALXAN 2mg,White,Tablet,Not stated,"Not stated,  ",Tramadol,,51.4803,-0.1993
W103266,2026-07-23,WV1,Xanax bars,Red Devil,Red,Tablet,Not stated,"Not stated,  ",Caffeine,Rilmazafone,52.58135,-2.11545
W103233,2026-07-23,BT7,Martin Dow Clonazepam 2mg,Not stated,White,Tablet,Not stated,"Not stated,  ",Clonazepam,,54.58144,-5.9185
W103274,2026-07-23,S40,Diazepam 10mg,Diazepam 10mg,Blue,Tablet,Not stated,"Not stated,  ",Diazepam,,53.234,-1.4462
W103158,2026-07-23,NE35,Lorazepam,Not stated,White,Tablet,Not stated,"Not stated,  ",Diazepam,,54.9503,-1.469
