,date_received,postcode,intent,label,colour,form,consumption_method,effects,major,minor,latitude,longitude
W075485,08 Apr 2026,YO8,Zopiclone,Zopiclone,White,Tablet,Not Stated,Not Stated,Zopiclone,,53.77469393939394,-1.0269030303030302
W075547,08 Apr 2026,DY7,Tapentadol 200mg,Tapentadol 200 (tapaday- 200),White,Tablet,Oral,"No Effect, Nausea",Tapentadol,,52.479425,-2.243125
W075569,08 Apr 2026,SO51,MDMA,high times MDMA,Brown,Crystalline,Not Stated,Not Stated,MDMA,,51.01539047619048,-1.494095238095238
W075534,08 Apr 2026,SG2,ketamine,Not Stated,White,Granules,Snort / Sniff,"Euphoria, Increased Stamina, Relaxed, Nosebleeds, Confusion",Ketamine,,51.899049999999995,-0.14905
000238485,08 Apr 2026,CF10,Valium,Not Stated,Yellow,Tablet,Not Stated,Not Stated,Diazepam,,51.48,-3.18
W075502,08 Apr 2026,B37,"Alazipan, nitrozipan, pregablin",Not Stated,,Tablet,Oral,Not Stated,Nitrazepam,,52.4685,-1.7482
W075461,07 Apr 2026,AB24,Zopiclone,Zopiclone 10mg,White,Tablet,Oral,Relaxed,Zopiclone,,57.1437,-2.0981
W075520,07 Apr 2026,TF9,ketamine,Not Stated,"Colourless, White",Granules,Not Stated,Not Stated,Ketamine,,52.85675853658537,-2.425558536585366
W075519,07 Apr 2026,TF9,lsd,Not Stated,"White, Blue",Blotter paper,Not Stated,Not Stated,Lysergic acid diethylamide,,52.85675853658537,-2.425558536585366
W075521,07 Apr 2026,TF9,mdma,Not Stated,"Orange, Green",Tablet,Not Stated,Not Stated,MDMA,,52.85675853658537,-2.425558536585366
W075522,07 Apr 2026,TF9,2C-b,Not Stated,"Yellow, Black",Tablet,Not Stated,Not Stated,2C-B,,52.85675853658537,-2.425558536585366
W075532,07 Apr 2026,PH10,Unknown,Not Stated,White,Powder,Not Stated,Not Stated,Cocaine,,56.60021666666667,-3.4994361111111107
W075466,07 Apr 2026,L3,Pregabalin,Pregabalin,"White, Red",Capsule,Not Stated,Not Stated,Pregabalin,,53.4106,-2.9779
W075531,07 Apr 2026,SS9,Diazepam 10mg,Diazepam 10mg,Blue,Tablet,Not Stated,Not Stated,Diazepam,,51.54885,0.65005
W075209,07 Apr 2026,E8,Diazepam,Valium,,Tablet,Not Stated,"Relaxed, Chest Pains, Memory Loss",Diazepam,,51.548,-0.0629
W075465,07 Apr 2026,HA3,Amoxicillin,Rudipharm amoxillan,"Yellow, Red",Capsule,Not Stated,Not Stated,Amoxicillin,,51.59936666666667,-0.3307333333333333
