,date_received,postcode,intent,label,colour,form,consumption_method,effects,major,minor,latitude,longitude
W103271,2026-07-23,S40,Clonazepam 2mg,Clonazepam 2mg,White,Tablet,Not stated,"Not stated,  ",Clonazepam,,53.234,-1.4462
W103274,2026-07-23,S40,Diazepam 10mg,Diazepam 10mg,Blue,Tablet,Not stated,"Not stated,  ",Diazepam,,53.234,-1.4462
W103158,2026-07-23,NE35,Lorazepam,Not stated,White,Tablet,Not stated,"Not stated,  ",Diazepam,,54.9503,-1.469
W103268,2026-07-23,BH23,Xanax,Zanex,Green,Tablet,Oral,"Auditory hallucinations, Visual hallucinations, Relaxed, Memory loss, Agitation, Insomnia, Depression, Suicidal ideation, Other",Bromazolam,,50.755406666666666,-1.7577666666666665
W103219,2026-07-23,DD5,Accord Diazepam 5mg,Accord Diazepam 5mg,Yellow,Tablet,Not stated,"Not stated,  ",Diazepam,,56.48408823529412,-2.8548705882352943
W103159,2026-07-23,NP26,Diazepam 10mg,Bensedin,White,Tablet,Not stated,"Not stated,  ",Diazepam,,51.5866,-2.7574
W103157,2026-07-23,NE35,Valium,Bensedin 10mg,White,Tablet,Not stated,"Not stated,  ",Diazepam,,54.9503,-1.469
W102946,2026-07-27,WD3,Diazepam,Diazepam,White,Tablet,Not stated,"Not stated,  ",Diazepam,,51.65108,-0.49022
W103265,2026-07-27,Not stated,Alprazolam,Alprazolam,Blue,Tablet,Oral,Relaxed,Alprazolam,,,
W103262,2026-07-27,Not stated,Nitrazepam,Not stated,Yellow,Tablet,Oral,Relaxed,Nitrazepam,,,
W103387,2026-07-27,LS18,Diazepam,Martin Down Diazepam,Blue,Tablet,Not stated,"Not stated,  ",Diazepam,,53.838,-1.6404
W103032,2026-07-27,AB51,Diazepam,Valium,Blue,Tablet,Oral,Relaxed,Diazepam,,57.276892045454545,-2.442275
W103305,2026-07-27,BN26,Alprazolam,Ciazer,White,Tablet,Oral,No effect,"Alprazolam, Paracetamol",,50.81958181818182,0.1777
000233451,2026-07-27,LL65,Xanax,Not stated,White,Tablet,Not stated,"Not stated,  ","Ethylbromazolam, Promethazine",,53.289686206896555,-4.534455172413793
W103542,2026-07-29,SK4,Diazepam,Accord 2mg,White,Tablet,Not stated,"Not stated,  ",Diazepam,,53.4191,-2.1812
W103425,2026-07-29,YO24,Alprazolam,Rlam-1,White,Tablet,Not stated,"Not stated,  ","Alprazolam, Tramadol",,53.946,-1.1169
W103565,2026-07-29,N1,Diazepam,Diazepam,Yellow,Tablet,Not stated,"Not stated,  ",Diazepam,,51.53669,-0.0944
W103518,2026-07-29,WD3,Alprazolam 0.5mg,Alprazolam,Orange,Tablet,Not stated,"Not stated,  ",Alprazolam,,51.65108,-0.49022
W103559,2026-07-29,B26,Xanax-clobromazolam,Clobromazolam,White,Tablet,Not stated,"Not stated,  ",Bromazolam,,52.45953333333333,-1.7873333333333334
